1,1000,0.0,0.0,0.0,"[0.08333333333333183, 0.08333333333333183, 0.08333333333333183, 0.08333333333333183, 0.08333333333333183, 0.08333333333333183, 0.08333333333333183, 0.08333333333333183, 0.08333333333333183, 0.08333333333333183, 0.08333333333333183, 0.08333333333333183]"
2,2000,0.0,0.0,0.0,"[0.09048692274432804, 0.08183026192759929, 0.08276437691593788, 0.08187441625942818, 0.08240942664653943, 0.08189345594199068, 0.08304643900862681, 0.08231490014068969, 0.07980657057234265, 0.08641085964733287, 0.0790134092139167, 0.0881489609812579]"
3,3000,0.0,0.0,0.0,"[0.09536928987711328, 0.08061681168451687, 0.08225256714395444, 0.08077863350739518, 0.08203544445286891, 0.08084129081762999, 0.08284693078403134, 0.0813113126740465, 0.07824055757451594, 0.0888720330714795, 0.07645741076180383, 0.09037771765063739]"
4,4000,0.0,0.0,0.0,"[0.09870725803647455, 0.0796537635629999, 0.08233404559887009, 0.07996113604048048, 0.08161566711220944, 0.08000705111860847, 0.08265990520986159, 0.08064808081976181, 0.07684124654083446, 0.09047838604608198, 0.07473866619857492, 0.09235479371523699]"
5,5000,0.0,0.0,0.0,"[0.10181697109321443, 0.07868966186499839, 0.08247754090563465, 0.07918398313774662, 0.08123526304041843, 0.079228015160422, 0.08240623136289928, 0.07999727739254436, 0.07565270867047429, 0.0918082119589923, 0.07324102319091183, 0.094263112221739]"
6,6000,0.0,0.0,0.0,"[0.10476458197136042, 0.07793149516578575, 0.08220254868662859, 0.07855989687633952, 0.08101655135344775, 0.07859565253438361, 0.08223632284799158, 0.07957996557741512, 0.074658575017736, 0.09277317101490636, 0.07203977159325786, 0.09564146736074373]"
7,7000,0.0,0.0,0.0,"[0.10701286457549727, 0.07722276276960331, 0.08213462908589654, 0.07799606332020771, 0.08078510205188282, 0.07800834222801595, 0.08211459408459268, 0.07910819801073536, 0.07385259351141317, 0.09371082644985874, 0.07111697130568366, 0.09693705260660954]"
8,8000,0.0,0.0,0.0,"[0.10932950443437717, 0.07655979726575995, 0.0820344201058767, 0.07745046420524355, 0.08055378278249783, 0.07745565507648945, 0.08195574434062787, 0.07862966908656566, 0.07306284839765957, 0.09453559493130771, 0.07029948787081569, 0.098133031502776]"
9,9000,0.0,0.0,0.0,"[0.11127033338982135, 0.0760592489364965, 0.08196253561131847, 0.07704110236538576, 0.08033396781739062, 0.07704621874047582, 0.08180102338052925, 0.07829233271584386, 0.07245951792057577, 0.09525284899045547, 0.06959265557930895, 0.09888821455239558]"
10,10000,0.0,0.0,0.0,"[0.11296804906369695, 0.07557257267781027, 0.08185815715424785, 0.07664560490031586, 0.08010913466430881, 0.07664050373313523, 0.08173455229033731, 0.07801121303486258, 0.0718170032566354, 0.09594745411615467, 0.06891752583366101, 0.09977822927483171]"
11,11000,0.0,0.0,0.0,"[0.11464476054948229, 0.07510193174224775, 0.08155467973895143, 0.07627163586270733, 0.07988119604681422, 0.07627339605671817, 0.08157409766428328, 0.07775021888883397, 0.07142255698521985, 0.09662072236649462, 0.068312614665004, 0.1005921894332409]"
12,12000,0.0,0.0,0.0,"[0.11608320272875049, 0.07468019843397657, 0.08156152480330828, 0.07594910987056759, 0.07972068132863355, 0.07593215769406987, 0.08142896323276834, 0.07749674626343081, 0.07093911228026603, 0.09713057412615275, 0.06774539634029654, 0.10133233289777717]"
13,13000,0.0,0.0,0.0,"[0.11753501104277293, 0.07424592516933746, 0.08155348327873135, 0.07562297520081082, 0.07954394193205983, 0.07558721887291191, 0.0813203678278555, 0.07722134033605381, 0.07047387912003236, 0.09764072394309331, 0.06722781662697587, 0.10202731664936299]"
14,14000,0.0,0.0,0.0,"[0.11886435900007956, 0.07388233850179694, 0.08142298520185824, 0.07534447328501832, 0.07936181030860663, 0.07529549495330799, 0.08119963647001584, 0.07700005467618126, 0.07007741248509607, 0.09811602289990058, 0.06682860126789607, 0.10260681095024068]"
15,15000,0.0,0.0,0.0,"[0.1202726278985125, 0.07343418932808284, 0.08151414000250631, 0.07498047494907706, 0.07917173981017496, 0.07491868657556863, 0.08101348819368352, 0.07674292086741555, 0.06967266227889238, 0.09857257962563062, 0.0664250107809193, 0.10328147968953472]"
16,16000,0.0,0.0,0.0,"[0.1215352146616706, 0.07300085966423496, 0.08161969975638084, 0.07465808010574099, 0.07899872137229928, 0.07455829455382273, 0.08096018583468977, 0.0764401542428893, 0.06930730054091451, 0.09905745868642966, 0.06601385239821514, 0.10385017818271067]"
17,17000,0.0,0.0,0.0,"[0.12276509511583307, 0.07264722203016082, 0.08155348247234184, 0.07440423092232859, 0.07882049799598886, 0.07428135860539653, 0.08083797661085079, 0.07617222440086781, 0.06897108279983913, 0.09946561467512907, 0.06560938912022307, 0.1044718252510389]"
18,18000,0.0,0.0,0.0,"[0.12384526976058775, 0.07231454048117053, 0.08157380999051111, 0.07416217070212303, 0.07865829665668016, 0.0740198722702269, 0.0807631399079815, 0.07594728884878303, 0.06866451739206252, 0.09984359228489278, 0.0652444038384948, 0.10496309786648446]"
19,19000,0.0,0.0,0.0,"[0.12478974176849486, 0.07200224854273043, 0.08160838550740147, 0.07393269200117877, 0.07850089440842127, 0.07377915639371904, 0.08074691441661128, 0.07578986719372033, 0.06834176896588562, 0.10023340035416127, 0.06488082851903257, 0.10539410192864168]"
20,20000,0.0,0.0,0.0,"[0.1257998764086924, 0.07165731418841664, 0.08165185794432778, 0.07367041417589867, 0.07833257435506172, 0.07349711709168946, 0.08066034165357355, 0.07557211437465872, 0.06808040445985054, 0.10061858633809502, 0.06452962249267609, 0.10592977651705807]"
21,21000,0.0,0.0,0.0,"[0.12675300148632787, 0.07133099022699546, 0.081760659831615, 0.07342155050786629, 0.07818023370607623, 0.07322541638519627, 0.0806367177104445, 0.07536608438141716, 0.06783369393907261, 0.100902834578416, 0.06425108067132158, 0.10633773657524978]"
22,22000,0.0,0.0,0.0,"[0.1277014961041244, 0.07103323617099162, 0.08170044910191011, 0.07319795774743558, 0.07803088684395429, 0.07299501462212328, 0.08063528404201127, 0.07519795318527638, 0.06758723102278406, 0.10122890555027948, 0.06393783602621199, 0.10675374958289635]"
23,23000,0.0,0.0,0.0,"[0.12869490122993876, 0.07071565190881693, 0.0817645153904173, 0.07295341040234782, 0.07791226941430983, 0.07273975788870216, 0.08059995230710792, 0.07498020944514402, 0.06737016469135097, 0.1014839268530516, 0.06361359999645913, 0.10717164047235246]"
24,24000,0.0,0.0,0.0,"[0.12965447463539934, 0.07041029936377571, 0.0818013414709859, 0.07272525718771021, 0.07776044342717586, 0.07250046457849177, 0.08055371609422159, 0.0747508090744094, 0.06715397698133262, 0.10176529508931133, 0.0633385180163858, 0.1075854040807994]"
25,25000,0.0,0.0,0.0,"[0.13058409800437726, 0.0701477286529379, 0.08173248821991826, 0.07253556283282873, 0.07760673205161536, 0.07229836270239995, 0.08052807505583379, 0.07456438917726933, 0.06694878561972692, 0.10208430724442792, 0.06306724172532761, 0.10790222871333591]"
26,26000,0.0,0.0,0.0,"[0.13143284204378572, 0.06987955455923599, 0.08177585863897884, 0.07233560914481725, 0.07748501064424443, 0.07208501017766067, 0.08048451224459784, 0.074381995689993, 0.06670956540699492, 0.10233037837106361, 0.06282610617074, 0.10827355690788674]"
27,27000,0.0,0.0,0.0,"[0.13221839788683956, 0.06963592271709307, 0.08175705246304704, 0.07214144165057522, 0.07735039603023061, 0.07188874293447978, 0.0804571914898915, 0.07423162620355592, 0.06651043113043464, 0.10254093503585643, 0.06264660835939179, 0.1086212540986035]"
28,28000,0.0,0.0,0.0,"[0.13301529397400857, 0.06939366378475981, 0.08177243952179043, 0.07197140872935878, 0.07721812260478561, 0.071697838225244, 0.0804374514681314, 0.07403934976224484, 0.0663085413928972, 0.10275948482056621, 0.062403324935221056, 0.10898308078099118]"
29,29000,0.0,0.0,0.0,"[0.13375767009528486, 0.06916407211150426, 0.08179403054661885, 0.07181727584198813, 0.07709466823537699, 0.07151798355165467, 0.08039085927508831, 0.0738710342208383, 0.06613978785175505, 0.10301433669919226, 0.06216572509686246, 0.10927255647383505]"
30,30000,0.0,0.0,0.0,"[0.13453205151705366, 0.06894076363035137, 0.08178929305331258, 0.07166719494967012, 0.07697655902663679, 0.07134640113064306, 0.08035988074245874, 0.07373996126200354, 0.06594328649850259, 0.10325296578439408, 0.06192752629037437, 0.10952411611459836]"
31,31000,0.0,0.0,0.0,"[0.13533885004309915, 0.06870410930590042, 0.08178189580670833, 0.07149733916781964, 0.07684423968209787, 0.07116187564706195, 0.08030863911579353, 0.07357838452484869, 0.06575697884922586, 0.10349075054327787, 0.06172528695397457, 0.10981165036019139]"
32,32000,0.0,0.0,0.0,"[0.1360620304915493, 0.06848563291334912, 0.08176999679027026, 0.07135582009077629, 0.07672313072106475, 0.07099789920742913, 0.08028380948854713, 0.07344783378943541, 0.06559743202979823, 0.10371002587282677, 0.061528260590656185, 0.11003812801429673]"
33,33000,0.0,0.0,0.0,"[0.13692251604685698, 0.06822723918623134, 0.08178185606191375, 0.0711707572210022, 0.07659502092820127, 0.0707963372790239, 0.08024432153941909, 0.07324748069148, 0.06542661512808498, 0.10394986891727001, 0.061318980411506664, 0.11031900658900914]"
34,34000,0.0,0.0,0.0,"[0.13761190163467085, 0.06800918098862051, 0.08174927241279178, 0.07102950507072024, 0.07647687247033542, 0.07063500017751916, 0.08020247341245657, 0.07309988843382502, 0.06528224249229521, 0.1041636681323443, 0.061127487146289676, 0.11061250762813066]"
35,35000,0.0,0.0,0.0,"[0.138243444640666, 0.0678218116213851, 0.08173249556743814, 0.0709251468887776, 0.0763696318414553, 0.07050258104704468, 0.08017900101556077, 0.07298131317954112, 0.0651290200309075, 0.10434359756623592, 0.060946047220790424, 0.11082590938019686]"
36,36000,0.0,0.0,0.0,"[0.13889759818200373, 0.06762585487033478, 0.08172691343286473, 0.07080798328677236, 0.07625933786599809, 0.07035763667868675, 0.08014247225245386, 0.07284780715685171, 0.06498176039853103, 0.104509887958686, 0.06078742367712206, 0.11105532423969439]"
37,37000,0.0,0.0,0.0,"[0.1396104754808176, 0.06741201600552006, 0.08174031416164454, 0.07067172280632955, 0.07613492989805896, 0.07019515216108736, 0.08011475004299871, 0.07271155157531471, 0.06484750218013553, 0.10471851612224278, 0.0606069377999822, 0.11123613176586744]"
38,38000,0.0,0.0,0.0,"[0.14020511906466707, 0.06722358945802563, 0.08177362038750874, 0.0705623973221371, 0.07604301550069448, 0.07005351348840222, 0.08007648358216066, 0.07260075459299668, 0.06472568469940766, 0.10484372337647072, 0.0604508866896894, 0.11144121183783912]"
39,39000,0.0,0.0,0.0,"[0.1408271252060441, 0.06702652685236132, 0.08177614204778222, 0.07044925903413257, 0.07594541286923716, 0.06991210712679045, 0.08001762570268206, 0.07245904226460229, 0.064580464822785, 0.10502732662765978, 0.06027878471371539, 0.11170018273220715]"
40,40000,0.0,0.0,0.0,"[0.1413959212006389, 0.06685226732948324, 0.0817683736394924, 0.07035286207682692, 0.07585818226992665, 0.0697903582673053, 0.07998710862255161, 0.0723514971042715, 0.06443682218969485, 0.10521729315627108, 0.06013407146010529, 0.11185524268343178]"
41,41000,0.0,0.0,0.0,"[0.14200547461964702, 0.0666626249816652, 0.08175379584859403, 0.07023968093891522, 0.07575699578037352, 0.06965409183443767, 0.0799546378095878, 0.07222905608180054, 0.06430429096598009, 0.10538593799857639, 0.06000406576673487, 0.11204934737368716]"
42,42000,0.0,0.0,0.0,"[0.14257737457718644, 0.06648422321670187, 0.08174141608922579, 0.07013286896096069, 0.07566565266573917, 0.06952564252145221, 0.0799318806320861, 0.07212880713960086, 0.06417620476732473, 0.10552085882801596, 0.05987674949043264, 0.11223832111127309]"
43,43000,0.0,0.0,0.0,"[0.14315104441600876, 0.06631203275821873, 0.08172327828983525, 0.07003296040157375, 0.07556048704274122, 0.0694058699798079, 0.07990370148291034, 0.07202615378911112, 0.06406573788382874, 0.1056949109455481, 0.05974019578368375, 0.11238362722673184]"
44,44000,0.0,0.0,0.0,"[0.14376537643807744, 0.06612999241542152, 0.08169681375179398, 0.06992729966253708, 0.07547122819818625, 0.0692852935190178, 0.07987420001327684, 0.07190714707486476, 0.063951477079249, 0.10586153801871892, 0.05958970961787953, 0.11253992421097644]"
45,45000,0.0,0.0,0.0,"[0.14432327785229543, 0.06596912156561706, 0.08167542937329429, 0.0698300144751334, 0.07538460576048917, 0.0691772977697136, 0.07982514434334799, 0.07180815319948103, 0.0638222611893043, 0.1060052598682515, 0.05944008891587366, 0.11273934568719816]"
46,46000,0.0,0.0,0.0,"[0.14487593698597717, 0.06579196817332204, 0.08172044008637626, 0.06971529172782501, 0.07529802844586028, 0.06905262388111431, 0.0797872602711122, 0.07169145485033258, 0.06371161347748824, 0.10612468518633103, 0.05931114633365639, 0.11291955058060407]"
47,47000,0.0,0.0,0.0,"[0.14537479607257828, 0.06563223936602076, 0.08173127570237998, 0.06961730748460351, 0.07522773395026573, 0.06894238587493773, 0.07976012447461109, 0.07159231249791999, 0.06359638818402298, 0.10625664473533085, 0.05919950481089476, 0.11306928684643397]"
